ID,Pipe_OD,Pipe_WT,Yield_Strength,Tensile_Strength,Elongation,%C,%Mn,%S,%P,%Si,%Al,%Cr,%Mo,%Ni,%Cu,%Nb,CE(IIW),Pipe_Grade
763,8.625,0.25,48200,76500,36.4,0.282,0.92,0.018,0.006,0.055,0.026,0.052,0.01,0.016,0.033,0.001,0.451,Grade B
752,4.5,0.237,36700,69500,43.5,0.247,0.74,0.017,0.011,0.026,0.005,0.027,0.007,0.023,0.018,0.001,0.368,Grade B
753,4.5,0.237,42400,73500,41.2,0.24,0.71,0.017,0.01,0.024,0.008,0.027,0.007,0.023,0.018,0.001,0.368,Grade B
767,8.625,0.188,49000,66500,31.7,0.271,0.99,0.018,0.02,0.029,0.005,0.017,0,0.009,0.012,0.001,0.441,Grade B
767,8.625,0.188,51500,75500,31,0.26,1.07,0.013,0.012,0.027,0.003,0.019,0,0.009,0.01,0.001,0.449,Grade B
765,8.625,0.188,54000,65000,32.7,0.225,0.8,0.018,0.006,0.013,0.005,0.012,0.003,0.013,0.017,0.001,0.363,X42
765,8.625,0.188,55000,65500,33.9,0.225,0.8,0.02,0.006,0.013,0.005,0.012,0.003,0.013,0.018,0.001,0.363,X42
749,6.625,0.188,52000,78500,30.1,0.249,1.06,0.025,0.016,0.051,0.03,0.027,0.003,0.012,0.011,0.002,0.434,X42
748,6.625,0.188,54500,79500,30.7,0.245,1.08,0.025,0.015,0.052,0.004,0.027,0.003,0.012,0.01,0.002,0.433,X42
758,6.625,0.188,60000,73500,30.5,0.219,0.88,0.023,0.008,0.014,0.002,0.009,0.001,0.01,0.011,0.002,0.369,X42
754,4.5,0.188,57500,69000,32.2,0.137,0.63,0.016,0.004,0.005,0.001,0.024,0.006,0.045,0.058,0.001,0.255,Grade B
755,4.5,0.188,61000,71000,27.8,0.274,0.68,0.027,0.005,0.005,0.001,0.017,0.004,0.036,0.068,0.001,0.398,Grade B
770,2.375,0.154,45600,79000,37.1,0.251,0.41,0.022,0.008,0.03,0.007,0.015,0.012,0.008,0.007,0.001,0.326,Grade B
771,2.375,0.154,45600,79000,37.1,0.215,0.74,0.021,0.006,0.005,0.001,0.015,0.002,0.021,0.025,0.001,0.345,Grade B
747,10.75,0.219,47900,58000,33,0.19,0.616,0.034,0.01,0.009,0.001,0.031,0.006,0.046,0.177,0.002,0.398,X46
746,10.75,0.219,49200,60000,34.9,0.143,0.592,0.029,0.009,0.009,0.001,0.031,0.005,0.046,0.174,0.003,0.427,X46
744,10.75,0.219,51000,69500,24.6,0.241,0.823,0.023,0.007,0.037,0.008,0.013,0.005,0.027,0.098,0.002,0.427,X46
743,10.75,0.219,52500,75000,30.9,0.266,0.879,0.029,0.007,0.036,0.005,0.015,0.004,0.03,0.132,0.003,0.398,X46
745,10.75,0.219,52500,65500,32.3,0.165,0.799,0.028,0.01,0.007,0.001,0.032,0.005,0.042,0.148,0.003,0.398,X46
742,10.75,0.219,62000,73500,25,0.284,0.823,0.029,0.007,0.036,0.006,0.014,0.003,0.024,0.108,0.002,0.427,X46
772,14,0.312,46900,77500,36.7,0.285,1.11,0.025,0.011,0.043,0.015,0.019,0,0.009,0.017,0.005,0.476,X45
772,14,0.312,49100,76000,23,0.285,1.11,0.025,0.011,0.043,0.015,0.019,0,0.009,0.017,0.005,0.476,X45
775,42,0.625,78500,97500,31.8,0.056,1.57,0.003,0.016,0.25,0.035,0.143,0.207,0.087,0.328,0.075,0.417,X70
774,42,0.422,85000,94000,28.5,0.046,1.7,0.005,0.013,0.444,0.027,0.043,0.242,0.064,0.175,0.043,0.403,X70
780,36,0.375,65500,91000,34.8,0.156,1.43,0.003,0.017,0.298,0.055,0.012,0,0.016,0.01,0.043,0.399,X65
780,36,0.375,68000,89500,34.3,0.161,1.43,0.003,0.018,0.3,0.055,0.012,0,0.016,0.012,0.045,0.404,X65
780,36,0.375,69500,93500,34.2,0.167,1.44,0.005,0.022,0.311,0.064,0.015,0,0.014,0.013,0.045,0.413,X65
780,36,0.375,70500,90000,26.3,0.167,1.44,0.005,0.022,0.311,0.064,0.015,0,0.014,0.013,0.045,0.413,X65
780,36,0.375,70500,87000,27.7,0.161,1.43,0.003,0.018,0.3,0.055,0.012,0,0.016,0.012,0.045,0.404,X65
780,36,0.375,74500,90000,27.2,0.156,1.43,0.003,0.017,0.298,0.055,0.012,0,0.016,0.01,0.043,0.399,X65
783,10.75,0.365,40000,66000,41.5,0.21,0.751,0.014,0.01,0.014,0.036,0.067,0.006,0.023,0.031,0.001,0.353,Grade B
790,6.625,0.25,47700,72500,39.1,0.046,0.825,0.005,0.009,0.256,0.024,0.029,0.015,0.056,0.116,0.017,0.204,Grade B
789,6.625,0.25,56500,66500,37.3,0.196,0.722,0.015,0.008,0.006,0.002,0.018,0,0.038,0.02,0.001,0.324,Grade B
784,6,0.188,50000,61500,36.7,0.162,0.532,0.023,0.02,0.249,0.058,0.039,0.002,0.038,0.026,0.002,0.263,Grade B
785,4.5,0.188,45800,69500,38.5,0.16,0.494,0.027,0.012,0.267,0.023,0.042,0.006,0.034,0.053,0.001,0.258,Grade B
786,4.5,0.188,46300,71000,38.7,0.186,0.561,0.028,0.015,0.257,0.033,0.064,0.005,0.059,0.087,0.002,0.303,Grade B
788,4.5,0.188,47700,72500,39.1,0.186,0.54,0.025,0.02,0.231,0.024,0.066,0.005,0.059,0.086,0.002,0.3,Grade B
787,4.5,0.188,58000,68500,35.1,0.183,0.46,0.006,0.005,0.147,0.039,0.077,0.021,0.102,0.276,0.001,0.304,Grade B
791,22,0.344,42100,72000,38.9,0.22,0.498,0.015,0.009,0.169,0.02,0.006,0.002,0.007,0.03,0.001,0.307,Grade B
791,22,0.344,47000,73000,35.8,0.22,0.498,0.015,0.009,0.169,0.02,0.006,0.002,0.007,0.03,0.001,0.307,Grade B
793,12.75,0.188,48500,69000,33.7,0.226,0.961,0.018,0.006,0.013,0.002,0.064,0.024,0.095,0.088,0.002,0.416,X42
798,8.625,0.322,38100,49500,25.5,0.082,0.453,0.033,0.01,0.006,0.027,0.012,0.001,0.013,0.03,0.001,0.163,Grade B
799,12.75,0.25,54500,69500,25.3,0.249,0.71,0.01,0.004,0.007,0.001,0.152,0.001,0.017,0.257,0.002,0.416,X46
800,12.75,0.25,54500,68500,29.7,0.241,0.736,0.014,0.005,0.008,0.001,0.136,0,0.011,0.268,0.001,0.41,X46
797,12.75,0.25,55000,68000,36,0.215,0.604,0.016,0.011,0.007,0,0.023,0.004,0.019,0.042,0.001,0.325,X42
807,20,0.25,63500,82500,32.8,0.224,1.18,0.013,0.009,0.017,0.002,0.055,0.006,0.042,0.028,0.027,0.448,X60
808,4.5,0.188,45800,69500,35.1,0.169,0.571,0.023,0.014,0.283,0.037,0.054,0.006,0.04,0.047,0.001,0.282,Grade B
718,20,0.312,46500,62000,37.4,0.241,0.59,0.021,0.005,0.008,0.008,0.045,0.005,0.041,0.068,0.002,0.34,X42
803,8.625,0.322,33200,57500,41.5,0.126,0.521,0.03,0.066,0.029,0.101,0.006,0.002,0.005,0.007,0.001,0.215,Grade B
802,8.625,0.322,40000,64000,41.5,0.164,0.559,0.034,0.086,0.031,0.096,0.006,0.002,0.005,0.008,0.001,0.26,Grade B
806,8.625,0.312,60000,75500,30,0.247,0.796,0.022,0.011,0.014,0.005,0.012,0,0.008,0.005,0.001,0.383,X42
805,8.625,0.312,61000,74500,33,0.204,0.792,0.024,0.008,0.013,0.005,0.012,0,0.008,0.006,0.001,0.339,X42
816,12.75,0.25,47700,72500,36.9,0.188,0.936,0.004,0.011,0.231,0.045,0.013,0.004,0.032,0.032,0.001,0.352,X42
817,8.625,0.277,31300,54000,49.1,0.143,0.481,0.022,0.007,0.008,0.008,0.007,0.001,0.009,0.044,0.001,0.228,Grade B
817,8.625,0.277,31800,53500,48.6,0.143,0.449,0.023,0.007,0.016,0.009,0.007,0.001,0.008,0.011,0.001,0.221,Grade B
817,8.625,0.277,33500,55000,49.9,0.144,0.447,0.02,0.007,0.008,0.008,0.007,0.001,0.009,0.044,0.001,0.229,Grade B
817,8.625,0.277,34400,56000,53,0.141,0.448,0.022,0.007,0.015,0.012,0.007,0.001,0.007,0.012,0.001,0.219,Grade B
822,12.75,0.25,49100,63500,35.3,0.246,0.895,0.025,0.008,0.007,0.001,0.159,0.003,0.015,0.328,0.001,0.451,X46
823,12.75,0.25,54000,70500,30.5,0.205,0.641,0.019,0.005,0.006,0.002,0.136,0.002,0.013,0.246,0.001,0.357,X46
821,12.75,0.25,56000,76500,26.4,0.268,0.773,0.017,0.007,0.006,0.001,0.186,0.002,0.01,0.271,0.001,0.453,X46
776,20,0.25,71000,95000,32.1,0.047,1.7,0.002,0.011,0.215,0.048,0.069,0.199,0.118,0.234,0.074,0.407,X70
776,20,0.25,75000,90500,32.6,0.036,1.66,0.004,0.009,0.177,0.031,0.059,0.189,0.122,0.24,0.067,0.387,X70
776,20,0.25,78500,89500,29.7,0.036,1.66,0.004,0.009,0.177,0.031,0.059,0.189,0.122,0.24,0.067,0.387,X70
776,20,0.25,87000,95500,28.2,0.047,1.7,0.002,0.011,0.215,0.048,0.069,0.199,0.118,0.234,0.074,0.407,X70
825,20,0.312,49000,68500,40.8,0.248,0.928,0.025,0.013,0.006,0.002,0.03,0.003,0.034,0.034,0.001,0.414,X46
826,12.75,0.219,74500,86500,30.3,0.06,1.12,0.013,0.012,0.219,0.06,0.03,0.001,0.009,0.15,0.054,0.131,X60
827,4.5,0.188,47100,66500,42.2,0.205,0.547,0.008,0.013,0.018,0.05,0.046,0.006,0.021,0.036,0.001,0.31,Grade B
845,16,0.375,42500,68000,38,0.239,0.7,0.024,0.008,0.026,0.004,0.023,0.001,0.014,0.016,0.001,0.362,X42
845,16,0.375,43500,67500,36.9,0.239,0.7,0.024,0.008,0.026,0.004,0.023,0.001,0.014,0.016,0.001,0.362,X42
845,16,0.375,43800,70500,36.2,0.338,0.74,0.035,0.009,0.026,0.001,0.025,0.001,0.015,0.017,0.001,0.469,X42
845,16,0.375,44800,71000,35.8,0.338,0.74,0.035,0.009,0.026,0.001,0.025,0.001,0.015,0.017,0.001,0.469,X42
845,16,0.375,45000,78500,35.2,0.285,0.82,0.02,0.009,0.157,0.046,0.032,0.001,0.016,0.019,0.001,0.431,X42
845,16,0.375,46300,71000,38.2,0.279,0.74,0.025,0.009,0.028,0.001,0.024,0,0.015,0.017,0.001,0.409,X42
845,16,0.375,46700,76500,36.4,0.259,1.05,0.02,0.01,0.041,0.008,0.021,0,0.011,0.014,0.001,0.44,X42
845,16,0.375,46800,78500,35.5,0.285,0.82,0.02,0.009,0.157,0.046,0.032,0.001,0.016,0.019,0.001,0.431,X42
845,16,0.375,46800,71500,38.6,0.279,0.74,0.025,0.009,0.028,0.001,0.024,0,0.015,0.017,0.001,0.409,X42
845,16,0.375,47600,78000,35.7,0.267,0.82,0.018,0.008,0.161,0.054,0.031,0.001,0.015,0.018,0.001,0.412,X42
845,16,0.375,48300,78500,37,0.267,0.82,0.018,0.008,0.161,0.054,0.031,0.001,0.015,0.018,0.001,0.412,X42
845,16,0.375,48500,79000,41.4,0.277,1.09,0.035,0.013,0.041,0.006,0.022,0,0.011,0.017,0.002,0.465,X42
845,16,0.375,48800,78000,37.3,0.259,1.05,0.02,0.01,0.041,0.008,0.021,0,0.011,0.014,0.001,0.44,X42
845,16,0.375,49300,79000,40.3,0.277,1.09,0.035,0.013,0.041,0.006,0.022,0,0.011,0.017,0.002,0.465,X42
845,16,0.375,50000,74500,37.7,0.24,1.04,0.024,0.011,0.04,0.009,0.021,0,0.011,0.015,0.001,0.42,X42
845,16,0.375,50000,79000,39.5,0.251,1.04,0.024,0.01,0.04,0.008,0.021,0,0.011,0.015,0.001,0.43,X42
845,16,0.375,51000,80500,40.2,0.251,1.04,0.024,0.01,0.04,0.008,0.021,0,0.011,0.015,0.001,0.43,X42
845,16,0.375,53000,75500,35.1,0.24,1.04,0.024,0.011,0.04,0.009,0.021,0,0.011,0.015,0.001,0.42,X42
828,14,0.375,43700,73500,41.2,0.284,0.916,0.025,0.011,0.013,0.015,0.03,0.003,0.025,0.099,0.002,0.452,X42
828,14,0.375,43800,74000,40.3,0.285,0.916,0.027,0.012,0.013,0.015,0.03,0.003,0.025,0.098,0.002,0.453,X42
828,14,0.375,43800,78000,36.6,0.285,0.916,0.027,0.012,0.013,0.015,0.03,0.003,0.025,0.098,0.002,0.453,X42
828,14,0.375,47700,76500,39.5,0.285,0.904,0.024,0.011,0.013,0.016,0.029,0.003,0.025,0.097,0.002,0.45,X42
828,14,0.375,47900,77500,41.4,0.284,0.904,0.022,0.011,0.013,0.017,0.029,0.003,0.024,0.097,0.003,0.449,X42
828,14,0.375,48200,77500,38.9,0.284,0.916,0.025,0.011,0.013,0.015,0.03,0.003,0.025,0.099,0.002,0.452,X42
828,14,0.375,48400,77000,38.8,0.285,0.904,0.024,0.011,0.013,0.016,0.029,0.003,0.025,0.097,0.002,0.45,X42
828,14,0.375,48700,79000,35.3,0.286,0.913,0.024,0.011,0.013,0.017,0.029,0.003,0.025,0.097,0.002,0.453,X42
828,14,0.375,49000,77000,40.3,0.285,0.911,0.024,0.011,0.013,0.015,0.029,0.003,0.025,0.098,0.002,0.452,X42
828,14,0.375,49000,77000,39.3,0.285,0.911,0.024,0.011,0.013,0.015,0.029,0.003,0.025,0.098,0.002,0.452,X42
828,14,0.375,49000,80000,40.9,0.284,0.904,0.022,0.011,0.013,0.017,0.029,0.003,0.024,0.097,0.003,0.449,X42
828,14,0.375,50500,79000,40.6,0.286,0.913,0.024,0.011,0.013,0.017,0.029,0.003,0.025,0.097,0.002,0.453,X42
828,14,0.375,51500,79000,29.2,0.283,0.912,0.026,0.012,0.013,0.015,0.029,0.003,0.025,0.098,0.002,0.45,X42
861,16,0.25,48200,71500,27.9,0.187,1.27,0.027,0.009,0.354,0.026,0.032,0.009,0.076,0.225,0.003,0.427,X46
861,16,0.25,49600,69500,33.2,0.191,1.29,0.03,0.009,0.363,0.029,0.032,0.009,0.075,0.22,0.003,0.434,X46
860,16,0.219,58500,85000,30.9,0.3,1.14,0.018,0.012,0.057,0.002,0.272,0.011,0.043,0.048,0.001,0.55,X52
863,16,0.438,38000,62000,45.8,0.194,0.534,0.014,0.005,0.032,0.006,0.028,0.001,0.01,0.011,0.001,0.29,Grade B
863,16,0.438,40400,64500,44.2,0.254,0.563,0.02,0.007,0.031,0.001,0.029,0.001,0.011,0.012,0.001,0.355,Grade B
863,16,0.438,40500,66000,43.6,0.259,0.562,0.017,0.007,0.033,0.003,0.029,0.001,0.011,0.012,0.001,0.36,Grade B
872,16,0.203,56000,72000,35.1,0.243,1.22,0.024,0.007,0.009,0.003,0.006,0.008,0.021,0.036,0.021,0.465,X60
872,16,0.203,56000,76000,34.4,0.257,1.25,0.025,0.007,0.006,0.011,0.043,0.006,0.019,0.031,0.011,0.479,X60
872,16,0.203,56500,72000,35.4,0.226,1.22,0.022,0.007,0.01,0.004,0.065,0.008,0.02,0.036,0.019,0.448,X60
872,16,0.203,57500,75000,34,0.243,1.22,0.024,0.007,0.009,0.003,0.006,0.008,0.021,0.036,0.021,0.465,X60
872,16,0.203,57500,74500,29.9,0.221,1.26,0.017,0.007,0.01,0.003,0.053,0.01,0.027,0.033,0.018,0.448,X60
872,16,0.203,58000,73500,33.9,0.232,1.26,0.019,0.008,0.009,0.003,0.053,0.01,0.027,0.033,0.019,0.459,X60
872,16,0.203,58000,74000,20.5,0.232,1.26,0.019,0.008,0.009,0.003,0.053,0.01,0.027,0.033,0.019,0.459,X60
870,16,0.203,60500,79000,31,0.275,1.41,0.018,0.007,0.01,0.002,0.055,0.009,0.028,0.042,0.025,0.528,X60
870,16,0.203,61500,79000,30.4,0.24,1.32,0.022,0.013,0.011,0.003,0.06,0.007,0.019,0.035,0.026,0.477,X60
870,16,0.203,62500,84500,25.6,0.259,1.35,0.027,0.009,0.011,0.002,0.079,0.024,0.038,0.028,0.025,0.509,X60
870,16,0.203,62500,80000,31.2,0.231,1.22,0.023,0.007,0.01,0.006,0.065,0.008,0.021,0.036,0.02,0.453,X60
877,12.75,0.25,47500,77000,35.68,0.306,1.3,0.019,0.011,0.038,0.004,0.063,0.025,0.034,0.038,0.001,0.556,X52
877,12.75,0.25,48700,80000,31,0.306,1.3,0.019,0.011,0.038,0.004,0.063,0.025,0.034,0.038,0.001,0.556,X52
881,10.75,0.188,61000,82000,33.6,0.167,1,0.017,0.008,0.046,0.005,0.04,0.008,0.033,0.035,0.032,0.348,X52
883,12.75,0.203,62000,78500,30.4,0.251,1.03,0.012,0.012,0.024,0.002,0.042,0.006,0.015,0.009,0.017,0.434,X52
883,12.75,0.203,65500,81000,28.75,0.269,1.2,0.023,0.011,0.021,0.003,0.028,0.007,0.011,0.006,0.01,0.477,X52
882,8.625,0.219,63500,86000,27.1,0.25,1.25,0.013,0.011,0.011,0.004,0.05,0.011,0.59,0.418,0.001,0.538,X52
887,10.75,0.188,48000,69000,36.4,0.231,0.687,0.022,0.009,0.008,0.002,0.033,0.003,0.023,0.117,0.001,0.362,Grade B
887,10.75,0.188,49700,69500,34.6,0.261,0.719,0.027,0.012,0.008,0.002,0.034,0.003,0.024,0.121,0.001,0.398,Grade B
887,10.75,0.188,50500,71000,34.7,0.159,0.476,0.016,0.011,0.08,0.002,0.039,0.015,0.096,0.129,0.001,0.264,Grade B
887,10.75,0.188,51000,73000,31.6,0.241,0.717,0.024,0.009,0.01,0.008,0.017,0.003,0.025,0.121,0.001,0.374,Grade B
892,12.75,0.219,51000,72000,31.2,0.207,0.859,0.016,0.014,0.067,0.006,0.024,0.005,0.036,0.119,0.001,0.367,X42
893,8.625,0.156,61500,82500,26.4,0.27,1.21,0.028,0.013,0.029,0.005,0.044,0.006,0.013,0.015,0.02,0.484,X52
898,10.75,0.219,60500,84000,30.73,0.266,1.13,0.015,0.007,0.001,0.003,0.009,0.002,0.008,0.01,0.001,0.458,X52
898,10.75,0.219,62000,87000,31.92,0.285,1.18,0.014,0.007,0.012,0.004,0.012,0.004,0.008,0.011,0.001,0.486,X52
898,10.75,0.219,65000,94500,29.53,0.271,1.14,0.022,0.009,0.012,0.002,0.012,0.002,0.009,0.008,0.001,0.468,X52
898,10.75,0.219,65000,91500,31.85,0.284,1.11,0.018,0.009,0.01,0.002,0.011,0.003,0.008,0.01,0.001,0.473,X52
898,10.75,0.219,66000,91500,30.05,0.286,1.18,0.015,0.007,0.012,0.003,0.012,0.003,0.009,0.011,0.001,0.487,X52
898,10.75,0.219,66500,91500,26.82,0.279,1.1,0.024,0.008,0.01,0.003,0.01,0.002,0.01,0.008,0.001,0.466,X52
898,10.75,0.219,67500,93000,28.13,0.25,1.14,0.014,0.009,0.011,0.002,0.011,0.002,0.008,0.01,0.001,0.444,X52
918,6.625,0.156,62500,79000,32.4,0.248,0.662,0.015,0.006,0.013,0.006,0.024,0.007,0.046,0.087,0.001,0.373,X46
917,12.75,0.25,57000,79000,32.08,0.267,1.17,0.015,0.028,0.041,0.001,0.026,0.008,0.058,0.423,0.001,0.501,X52
917,12.75,0.25,58500,77000,28.2,0.256,1.15,0.02,0.026,0.035,0.002,0.02,0.009,0.056,0.39,0.001,0.483,X52
917,12.75,0.25,58500,81000,29.58,0.255,1.17,0.017,0.026,0.034,0.001,0.021,0.008,0.054,0.386,0.001,0.485,X52
917,12.75,0.25,59500,84500,29.2,0.256,1.16,0.019,0.028,0.034,0.001,0.02,0.008,0.056,0.396,0.001,0.485,X52
917,12.75,0.25,61000,84500,28,0.271,1.08,0.032,0.037,0.041,0.001,0.088,0.013,0.079,0.404,0.001,0.504,X52
917,12.75,0.25,61000,87000,29.13,0.253,1.25,0.024,0.034,0.043,0.001,0.03,0.01,0.145,0.428,0.001,0.508,X52
917,12.75,0.25,61000,84500,28,0.266,1.19,0.024,0.03,0.034,0.002,0.021,0.008,0.052,0.385,0.001,0.499,X52
917,12.75,0.25,62000,84000,32.65,0.205,1.37,0.037,0.011,0.026,0.002,0.032,0.008,0.061,0.22,0.001,0.46,X52
917,12.75,0.25,63500,89500,30.12,0.278,1.21,0.029,0.027,0.053,0.002,0.058,0.012,0.079,0.402,0.001,0.526,X52
917,12.75,0.25,64000,88000,23.33,0.249,1.14,0.028,0.033,0.046,0.001,0.053,0.015,0.107,0.404,0.001,0.487,X52
917,12.75,0.25,64000,90500,30.58,0.286,1.25,0.025,0.034,0.043,0.003,0.053,0.011,0.082,0.412,0.001,0.54,X52
917,12.75,0.25,64500,84500,29.35,0.282,1.15,0.021,0.029,0.035,0.002,0.02,0.008,0.05,0.414,0.001,0.51,X52
917,12.75,0.25,65000,84500,25.58,0.249,1.11,0.037,0.028,0.056,0.002,0.053,0.012,0.084,0.436,0.001,0.482,X52
919,20,0.23,56500,84500,34.3,0.268,1.12,0.017,0.014,0.015,0.006,0.059,0.012,0.033,0.028,0.001,0.481,X52
919,20,0.23,57500,76500,38.6,0.252,1.17,0.014,0.009,0.011,0.009,0.038,0.027,0.141,0.016,0.001,0.478,X52
919,20,0.23,59500,79000,33.1,0.252,1.17,0.014,0.009,0.011,0.009,0.038,0.027,0.141,0.016,0.001,0.478,X52
919,20,0.23,60500,82000,33.2,0.248,1.16,0.017,0.011,0.036,0.004,0.052,0.009,0.028,0.022,0.001,0.466,X52
919,20,0.23,63500,83500,34.2,0.268,1.12,0.017,0.014,0.015,0.006,0.059,0.012,0.033,0.028,0.001,0.481,X52
919,20,0.23,66500,91000,28.1,0.236,1.22,0.021,0.019,0.019,0.004,0.074,0.01,0.041,0.03,0.029,0.461,X52
919,20,0.23,67500,88000,31.7,0.248,1.16,0.017,0.011,0.036,0.004,0.052,0.009,0.028,0.022,0.001,0.466,X52
919,20,0.23,68000,88500,31.5,0.236,1.22,0.021,0.019,0.019,0.004,0.074,0.01,0.041,0.03,0.029,0.461,X52
927,8.625,0.25,59000,69000,36.4,0.176,0.888,0.017,0.005,0.011,0.005,0.035,0.003,0.017,0.02,0.001,0.334,X42
928,10.75,0.156,55500,82500,28.4,0.254,1.25,0.024,0.006,0.016,0.005,0.032,0.005,0.021,0.029,0.001,0.473,X52
936,6,0.188,61500,80500,31.9,0.25,0.822,0.019,0.009,0.049,0.002,0.018,0.008,0.065,0.17,0.001,0.408,X46
938,8.625,0.203,58500,75500,40.1,0.202,0.952,0.02,0.011,0.017,0.004,0.027,0.003,0.014,0.018,0.001,0.369,X42
938,8.625,0.203,59000,76500,36.3,0.2,0.991,0.016,0.01,0.014,0.004,0.023,0.003,0.014,0.023,0.001,0.373,X42
940,26,0.281,66500,92500,28.8,0.251,1.36,0.017,0.009,0.022,0.002,0.046,0.007,0.025,0.028,0.016,0.492,X60
940,26,0.281,72000,101000,29.3,0.244,1.34,0.016,0.008,0.021,0.001,0.042,0.007,0.023,0.03,0.015,0.481,X60
952,6.625,0.286,39100,64000,44.4,0.185,0.462,0.014,0.004,0.033,0.028,0.015,0.002,0.006,0.009,0.001,0.0266,Grade B
952,6.625,0.286,41800,64000,43.2,0.186,0.437,0.017,0.004,0.019,0.026,0.025,0.003,0.008,0.012,0.001,0.266,Grade B
954,12.75,0.75,48800,65500,37.2,0.234,0.618,0.027,0.009,0.004,0.001,0.042,0.003,0.02,0.036,0.001,0.35,X42
955,12.75,0.25,55500,74500,30.4,0.219,0.677,0.021,0.005,0.006,0.001,0.148,0.001,0.009,0.231,0.001,0.378,X46
955,12.75,0.25,60000,74500,21.2,0.219,0.677,0.021,0.005,0.006,0.001,0.148,0.001,0.009,0.231,0.001,0.378,X46
957,16,0.25,55000,81000,36.1,0.258,1.19,0.014,0.012,0.022,0.003,0.047,0.009,0.041,0.066,0.019,0.475,X52
957,16,0.25,57500,78000,33.6,0.232,1.15,0.012,0.007,0.013,0.004,0.02,0.007,0.019,0.018,0.016,0.432,X52
960,10.75,0.307,45600,73000,28.8,0.192,0.896,0.019,0.027,0.14,0.002,0.012,0.002,0.01,0.03,0.001,0.347,Grade B
960,10.75,0.307,48200,78500,32.3,0.218,0.927,0.017,0.029,0.143,0.001,0.012,0.002,0.008,0.009,0.001,0.376,Grade B
971,12.75,0.219,61500,81500,31.2,0.018,1.17,0.012,0.008,0.026,0.004,0.011,0.004,0.016,0.008,0.001,0.399,X52
963,16,0.203,59500,76000,31,0.218,1.3,0.028,0.008,0.011,0.002,0.078,0.008,0.031,0.038,0.023,0.457,X60
963,16,0.203,62000,78500,25.1,0.215,1.25,0.015,0.007,0.013,0.003,0.062,0.006,0.018,0.035,0.019,0.441,X60
963,16,0.203,62500,82500,26.8,0.252,0.134,0.018,0.008,0.014,0.002,0.08,0.006,0.018,0.025,0.028,0.496,X60
963,16,0.203,66000,83000,34.2,0.218,1.23,0.019,0.008,0.011,0.004,0.063,0.006,0.018,0.036,0.018,0.441,X60
973,12.75,0.25,59000,77000,34.4,0.267,0.86,0.018,0.012,0.007,0.01,0.024,0.005,0.026,0.042,0.001,0.292,X52
975,4.5,0.237,54000,63500,30.5,0.221,0.634,0.032,0.007,0.011,0.001,0.012,0.002,0.013,0.009,0.001,0.331,X42
969,16,0.375,48600,68000,39.7,0.163,1.02,0.007,0.007,0.215,0.026,0.033,0.004,0.012,0.033,0.001,0.349,X42
969,16,0.375,49800,68500,40.3,0.151,1.03,0.006,0.006,0.225,0.031,0.031,0.004,0.011,0.027,0.001,0.332,X42
976,8.625,0.281,39700,64500,38.3,0.078,0.406,0.051,0.095,0.011,0.001,0.007,0.001,0.006,0.004,0.001,0.373,Grade B
979,8.625,0.281,46500,66000,31.5,0.064,0.386,0.05,0.101,0.009,0.001,0.007,0.001,0.006,0.004,0.001,0.131,Grade B
977,8.625,0.281,49700,66500,41.7,0.243,0.816,0.013,0.016,0.057,0.002,0.025,0.002,0.005,0.006,0.001,0.385,Grade B
978,8.625,0.281,50500,79000,40.7,0.084,0.391,0.068,0.109,0.006,0.001,0.007,0.001,0.006,0.005,0.001,0.153,Grade B
980,8.625,0.281,51500,78000,33.4,0.233,0.843,0.021,0.012,0.52,0.007,0.019,0.002,0.005,0.006,0.001,0.378,Grade B
982,6.625,0.156,51500,65000,33.1,0.202,0.468,0.03,0.011,0.077,0.002,0.011,0.003,0.013,0.057,0.001,0.287,Grade B
983,12.75,0.25,57000,77500,27.1,0.237,0.59,0.032,0.007,0.05,0.001,0.021,0.005,0.047,0.141,0.001,0.353,Grade B
984,8.625,0.188,59000,80500,32.9,0.19,0.726,0.011,0.004,0.004,0.001,0.024,0.003,0.009,0.019,0.001,0.326,X52
987,8.625,0.375,57000,74500,31.5,0.227,0.69,0.016,0.008,0.011,0.009,0.009,0.003,0.007,0.009,0.001,0.345,Grade B
987,8.625,0.375,60000,74500,23.9,0.227,0.69,0.016,0.008,0.011,0.009,0.009,0.003,0.007,0.009,0.001,0.345,Grade B
987,8.625,0.375,66000,82000,11.4,0.227,0.69,0.016,0.008,0.011,0.009,0.009,0.003,0.007,0.009,0.001,0.345,Grade B
985,8.625,0.203,55000,74500,35.8,0.195,0.87,0.019,0.01,0.014,0.003,0.022,0.003,0.014,0.021,0.001,0.348,X42
985,8.625,0.203,58000,74000,35.8,0.195,0.87,0.019,0.01,0.014,0.003,0.022,0.003,0.014,0.021,0.001,0.348,X42
986,8.625,0.203,62500,79000,34.8,0.21,1.01,0.021,0.006,0.016,0.005,0.018,0.003,0.014,0.017,0.001,0.385,X42
986,8.625,0.203,63500,81500,32.6,0.21,1.01,0.021,0.006,0.016,0.005,0.018,0.003,0.014,0.017,0.001,0.385,X42
985,8.625,0.203,67000,79500,15.4,0.195,0.87,0.019,0.01,0.014,0.003,0.022,0.003,0.014,0.021,0.001,0.348,X42
