ID,Pipe OD,Pipe WT,Yield_Strength,Tensile_Strength,%C,%Mn,%S,%P,%Si,%Al,%Cr,%Mo,%V,%Ni,%Cu,%Ti,%Nb,Pipe Vintage,Pipe Grade
817,8.625,0.277,31800,53500,0.144,0.447,0.02,0.007,0.008,0.008,0.007,0.001,0,0.009,0.044,0.001,0.001,1929,Grade B
817,8.625,0.277,31800,53500,0.141,0.448,0.022,0.007,0.015,0.012,0.007,0.001,0,0.007,0.012,0.001,0.001,1929,Grade B
803,8.625,0.322,33200,57500,0.126,0.521,0.03,0.066,0.029,0.101,0.006,0.002,0.001,0.005,0.007,0.001,0.001,1964,Grade B
1184,8.625,0.219,33400,51000,0.149,0.617,0.02,0.018,0.22,0.035,0.045,0.008,0,0.041,0.121,0.001,0.001,1953,Grade B
817,8.625,0.277,33500,55000,0.143,0.481,0.022,0.007,0.008,0.008,0.007,0.001,0,0.009,0.044,0.001,0.001,1929,Grade B
817,8.625,0.277,33500,55000,0.143,0.449,0.023,0.007,0.016,0.009,0.007,0.001,0,0.008,0.011,0.001,0.001,1929,Grade B
817,8.625,0.277,33500,55000,0.144,0.447,0.02,0.007,0.008,0.008,0.007,0.001,0,0.009,0.044,0.001,0.001,1929,Grade B
817,8.625,0.277,33500,55000,0.141,0.448,0.022,0.007,0.015,0.012,0.007,0.001,0,0.007,0.012,0.001,0.001,1929,Grade B
556,8.625,0.322,33600,45200,0.119,0.448,0.021,0.013,0.005,0.009,0.015,0.003,0,0.008,0.009,0.002,0.001,1905,Grade B
556,8.625,0.322,33600,45200,0.089,0.4,0.026,0.014,0.006,0.014,0.012,0.003,0,0.008,0.008,0.002,0.001,1905,Grade B
556,8.625,0.322,33600,45200,0.032,0.109,0.02,0.072,0.032,0.004,0.002,0.001,0.001,0.008,0.018,0.002,0,1905,Grade B
1184,8.625,0.219,34300,52500,0.149,0.617,0.02,0.018,0.22,0.035,0.045,0.008,0,0.041,0.121,0.001,0.001,1953,Grade B
817,8.625,0.277,34400,56000,0.143,0.481,0.022,0.007,0.008,0.008,0.007,0.001,0,0.009,0.044,0.001,0.001,1929,Grade B
817,8.625,0.277,34400,56000,0.143,0.449,0.023,0.007,0.016,0.009,0.007,0.001,0,0.008,0.011,0.001,0.001,1929,Grade B
817,8.625,0.277,34400,56000,0.144,0.447,0.02,0.007,0.008,0.008,0.007,0.001,0,0.009,0.044,0.001,0.001,1929,Grade B
817,8.625,0.277,34400,56000,0.141,0.448,0.022,0.007,0.015,0.012,0.007,0.001,0,0.007,0.012,0.001,0.001,1929,Grade B
1184,8.625,0.219,34800,52500,0.149,0.617,0.02,0.018,0.22,0.035,0.045,0.008,0,0.041,0.121,0.001,0.001,1953,Grade B
320,10.75,0.365,34900,53000,0.08,0.413,0.012,0.018,0.004,0.001,0.03,0.003,0.001,0.011,0.028,0.002,0.003,1930,Grade B
761,8.625,0.25,35200,48400,0.055,0.4,0.029,0.014,0.006,0.026,0.009,0.001,0,0.006,0.017,0.001,0.001,1952,Grade B
1053,8.625,0.27,36000,59000,0.059,0.359,0.05,0.093,0.004,0.002,0.007,0.001,0.002,0.005,0.005,0.001,0.001,1942,Grade B
752,4.5,0.237,36700,69500,0.247,0.74,0.017,0.011,0.026,0.005,0.027,0.007,0,0.023,0.018,0.001,0.001,1984,Grade B
1124,8.625,0.312,36800,65500,0.212,0.434,0.014,0.004,0.01,0.028,0.015,0.003,0,0.007,0.013,0.001,0.001,1946,Grade B
1224,8.625,0.322,37000,55500,0.051,0.483,0.028,0.054,0.005,0.002,0.005,0.001,0,0.006,0.01,0.001,0.001,1957,Grade B
378,20,0.5,37400,64500,0.255,0.631,0.024,0.007,0.031,0.006,0.017,0.004,0.001,0.009,0.012,0.006,0.001,1955,Grade B
556,8.625,0.322,37500,54000,0.119,0.448,0.021,0.013,0.005,0.009,0.015,0.003,0,0.008,0.009,0.002,0.001,1905,Grade B
556,8.625,0.322,37500,54000,0.089,0.4,0.026,0.014,0.006,0.014,0.012,0.003,0,0.008,0.008,0.002,0.001,1905,Grade B
556,8.625,0.322,37500,54000,0.032,0.109,0.02,0.072,0.032,0.004,0.002,0.001,0.001,0.008,0.018,0.002,0,1905,Grade B
863,16,0.438,38000,62000,0.194,0.534,0.014,0.005,0.032,0.006,0.028,0.001,0,0.01,0.011,0.003,0.001,1953,Grade B
863,16,0.438,38000,62000,0.259,0.562,0.017,0.007,0.033,0.003,0.029,0.001,0,0.011,0.012,0.002,0.001,1953,Grade B
863,16,0.438,38000,62000,0.254,0.563,0.02,0.007,0.031,0.001,0.029,0.001,0,0.011,0.012,0.001,0.001,1953,Grade B
798,8.625,0.322,38100,49500,0.082,0.453,0.033,0.01,0.006,0.027,0.012,0.001,0,0.013,0.03,0,0.001,1948,Grade B
1225,8.625,0.322,38200,60000,0.03,0.332,0.015,0.045,0.006,0.004,0.005,0.001,0,0.005,0.006,0.001,0.001,1957,Grade B
1123,8.625,0.322,38400,63500,0.216,0.435,0.018,0.004,0.01,0.029,0.015,0.003,0,0.007,0.013,0.001,0.001,1946,Grade B
1201,16,0.438,38500,64000,0.271,0.459,0.027,0.007,0.025,0.014,0.019,0.006,0,0.017,0.023,0.003,0.001,1951,Grade B
1201,16,0.438,38500,64000,0.196,0.423,0.018,0.005,0.021,0.01,0.018,0.005,0,0.016,0.021,0.002,0.001,1951,Grade B
1201,16,0.438,38500,64000,0.205,0.429,0.022,0.006,0.022,0.015,0.018,0.005,0,0.016,0.021,0.002,0.001,1951,Grade B
1201,16,0.438,38500,64000,0.218,0.392,0.022,0.006,0.008,0.002,0.031,0.002,0,0.007,0.009,0.004,0.001,1951,Grade B
1201,16,0.438,38500,64000,0.319,0.515,0.044,0.012,0.025,0.018,0.035,0.005,0,0.016,0.022,0.003,0.001,1951,Grade B
723,8.625,0.322,38600,64500,0.295,0.442,0.026,0.006,0.043,0.002,0.019,0.005,0,0.012,0.026,0.005,0.001,1955,Grade B
724,8.625,0.322,38600,64500,0.295,0.442,0.026,0.006,0.043,0.002,0.019,0.005,0,0.012,0.026,0.005,0.001,1955,Grade B
494,12.75,1.312,38700,70500,0.24,0.909,0.024,0.014,0.044,0.011,0.021,0.007,0.002,0.006,0.01,0.006,0.003,1959,Grade B
512,16,0.25,39100,55500,0.059,0.334,0.056,0.098,0.003,0.003,0.006,0.004,0.005,0.004,0.005,0.002,0.001,1953,Grade B
952,6.625,0.286,39100,64000,0.186,0.437,0.017,0.004,0.019,0.026,0.025,0.003,0,0.008,0.012,0.002,0.001,1947,Grade B
952,6.625,0.286,39100,64000,0.185,0.462,0.014,0.004,0.033,0.028,0.015,0.002,0,0.006,0.009,0.001,0.001,1947,Grade B
687,10.75,0.279,39200,60000,0.164,0.513,0.017,0.007,0.027,0.011,0.008,0,0,0.007,0.02,0.001,0.001,1930,Grade B
976,8.625,0.281,39700,64500,0.078,0.406,0.051,0.095,0.011,0.001,0.007,0.001,0.005,0.006,0.004,0.001,0.001,1930,Grade B
246,16,0.25,39800,61500,0.132,0.451,0.015,0.006,0.004,0,0.018,0.003,0,0.012,0.035,0.002,0.001,1940,Grade B
664,8.625,0.277,39900,63000,0.145,0.946,0.016,0.012,0.138,0,0.008,0.003,0.001,0.008,0.016,0.002,0,1950,Grade B
783,10.75,0.365,40000,66000,0.21,0.751,0.014,0.01,0.014,0.036,0.067,0.006,0,0.023,0.031,0.001,0.001,1968,Grade B
802,8.625,0.322,40000,64000,0.164,0.559,0.034,0.086,0.031,0.096,0.006,0.002,0.002,0.005,0.008,0.001,0.001,1964,Grade B
370,4.5,0.337,40300,69500,0.235,0.498,0.017,0.008,0.157,0.019,0.034,0.014,0,0.034,0.066,0.002,0.001,1958,Grade B
556,8.625,0.322,40400,55000,0.119,0.448,0.021,0.013,0.005,0.009,0.015,0.003,0,0.008,0.009,0.002,0.001,1905,Grade B
556,8.625,0.322,40400,55000,0.089,0.4,0.026,0.014,0.006,0.014,0.012,0.003,0,0.008,0.008,0.002,0.001,1905,Grade B
863,16,0.438,40400,64500,0.194,0.534,0.014,0.005,0.032,0.006,0.028,0.001,0,0.01,0.011,0.003,0.001,1953,Grade B
863,16,0.438,40400,64500,0.259,0.562,0.017,0.007,0.033,0.003,0.029,0.001,0,0.011,0.012,0.002,0.001,1953,Grade B
863,16,0.438,40400,64500,0.254,0.563,0.02,0.007,0.031,0.001,0.029,0.001,0,0.011,0.012,0.001,0.001,1953,Grade B
556,8.625,0.322,40400,55000,0.032,0.109,0.02,0.072,0.032,0.004,0.002,0.001,0.001,0.008,0.018,0.002,0,1905,Grade B
863,16,0.438,40500,66000,0.194,0.534,0.014,0.005,0.032,0.006,0.028,0.001,0,0.01,0.011,0.003,0.001,1953,Grade B
863,16,0.438,40500,66000,0.259,0.562,0.017,0.007,0.033,0.003,0.029,0.001,0,0.011,0.012,0.002,0.001,1953,Grade B
863,16,0.438,40500,66000,0.254,0.563,0.02,0.007,0.031,0.001,0.029,0.001,0,0.011,0.012,0.001,0.001,1953,Grade B
1474,8.625,0.322,40600,69000,0.196,0.819,0.019,0.1,0.033,0.018,0.014,0.003,0,0.008,0.017,0.001,0.001,1968,Grade B
1201,16,0.438,40900,63000,0.271,0.459,0.027,0.007,0.025,0.014,0.019,0.006,0,0.017,0.023,0.003,0.001,1951,Grade B
1201,16,0.438,40900,63000,0.196,0.423,0.018,0.005,0.021,0.01,0.018,0.005,0,0.016,0.021,0.002,0.001,1951,Grade B
1201,16,0.438,40900,63000,0.205,0.429,0.022,0.006,0.022,0.015,0.018,0.005,0,0.016,0.021,0.002,0.001,1951,Grade B
1201,16,0.438,40900,63000,0.218,0.392,0.022,0.006,0.008,0.002,0.031,0.002,0,0.007,0.009,0.004,0.001,1951,Grade B
1201,16,0.438,40900,63000,0.319,0.515,0.044,0.012,0.025,0.018,0.035,0.005,0,0.016,0.022,0.003,0.001,1951,Grade B
1298,10.75,0.25,41100,62000,0.165,0.433,0.025,0.017,0.046,0.008,0.012,0.004,0,0.014,0.029,0.001,0.001,1939,Grade B
450,22,0.312,41500,71000,0.232,0.486,0.04,0.017,0.149,0.02,0.007,0.005,0.001,0.006,0.009,0.002,0.002,1949,Grade B
952,6.625,0.286,41800,64000,0.186,0.437,0.017,0.004,0.019,0.026,0.025,0.003,0,0.008,0.012,0.002,0.001,1947,Grade B
952,6.625,0.286,41800,64000,0.185,0.462,0.014,0.004,0.033,0.028,0.015,0.002,0,0.006,0.009,0.001,0.001,1947,Grade B
647,10.75,0.344,41900,70000,0.268,0.438,0.021,0.011,0.305,0.019,0.037,0.009,0.001,0.014,0.024,0.002,0.002,1934,Grade B
647,10.75,0.344,41900,70000,0.259,0.463,0.024,0.011,0.116,0.041,0.048,0.006,0.001,0.024,0.061,0.002,0.002,1934,Grade B
647,10.75,0.344,41900,70000,0.271,0.463,0.027,0.012,0.117,0.041,0.048,0.006,0.001,0.024,0.061,0.002,0.002,1934,Grade B
791,22,0.344,42100,72000,0.22,0.498,0.015,0.009,0.169,0.02,0.006,0.002,0,0.007,0.03,0.001,0.001,1949,Grade B
1362,20,0.281,42100,64500,0.271,0.441,0.025,0.005,0.028,0.001,0.026,0.008,0,0.007,0.012,0.007,0.001,1958,Grade B
1201,16,0.438,42200,63500,0.271,0.459,0.027,0.007,0.025,0.014,0.019,0.006,0,0.017,0.023,0.003,0.001,1951,Grade B
1201,16,0.438,42200,63500,0.196,0.423,0.018,0.005,0.021,0.01,0.018,0.005,0,0.016,0.021,0.002,0.001,1951,Grade B
1201,16,0.438,42200,63500,0.205,0.429,0.022,0.006,0.022,0.015,0.018,0.005,0,0.016,0.021,0.002,0.001,1951,Grade B
1201,16,0.438,42200,63500,0.218,0.392,0.022,0.006,0.008,0.002,0.031,0.002,0,0.007,0.009,0.004,0.001,1951,Grade B
1201,16,0.438,42200,63500,0.319,0.515,0.044,0.012,0.025,0.018,0.035,0.005,0,0.016,0.022,0.003,0.001,1951,Grade B
1233,24,0.25,42200,61500,0.215,0.47,0.002,0.004,0.024,0.035,0.014,0.011,0,0.008,0.01,0.007,0.001,1970,Grade B
1201,16,0.438,42300,68500,0.271,0.459,0.027,0.007,0.025,0.014,0.019,0.006,0,0.017,0.023,0.003,0.001,1951,Grade B
1201,16,0.438,42300,68500,0.196,0.423,0.018,0.005,0.021,0.01,0.018,0.005,0,0.016,0.021,0.002,0.001,1951,Grade B
1201,16,0.438,42300,68500,0.205,0.429,0.022,0.006,0.022,0.015,0.018,0.005,0,0.016,0.021,0.002,0.001,1951,Grade B
1201,16,0.438,42300,68500,0.218,0.392,0.022,0.006,0.008,0.002,0.031,0.002,0,0.007,0.009,0.004,0.001,1951,Grade B
1201,16,0.438,42300,68500,0.319,0.515,0.044,0.012,0.025,0.018,0.035,0.005,0,0.016,0.022,0.003,0.001,1951,Grade B
753,4.5,0.237,42400,73500,0.24,0.71,0.017,0.01,0.024,0.008,0.027,0.007,0,0.023,0.018,0.001,0.001,1984,Grade B
1165,8.625,0.322,42400,64500,0.203,0.588,0.013,0.015,0.105,0.029,0.011,0.002,0,0.006,0.006,0.001,0.001,1939,Grade B
647,10.75,0.344,42700,69000,0.268,0.438,0.021,0.011,0.305,0.019,0.037,0.009,0.001,0.014,0.024,0.002,0.002,1934,Grade B
647,10.75,0.344,42700,69000,0.259,0.463,0.024,0.011,0.116,0.041,0.048,0.006,0.001,0.024,0.061,0.002,0.002,1934,Grade B
647,10.75,0.344,42700,69000,0.271,0.463,0.027,0.012,0.117,0.041,0.048,0.006,0.001,0.024,0.061,0.002,0.002,1934,Grade B
732,6.625,0.28,42700,59000,0.221,0.898,0.019,0.011,0.014,0.001,0.024,0.002,0.001,0.019,0.042,0.001,0.001,1977,Grade B
502,10.75,0.25,42800,71500,0.299,0.53,0.03,0.012,0.073,0.029,0.033,0.014,0.001,0.039,0.052,0.002,0.002,1930,Grade B
760,8.625,0.25,42800,72500,0.25,0.84,0.023,0.007,0.022,0.031,0.016,0.004,0,0.009,0.012,0.001,0.001,1952,Grade B
1201,16,0.438,43000,66500,0.271,0.459,0.027,0.007,0.025,0.014,0.019,0.006,0,0.017,0.023,0.003,0.001,1951,Grade B
1201,16,0.438,43000,66500,0.196,0.423,0.018,0.005,0.021,0.01,0.018,0.005,0,0.016,0.021,0.002,0.001,1951,Grade B
1201,16,0.438,43000,66500,0.205,0.429,0.022,0.006,0.022,0.015,0.018,0.005,0,0.016,0.021,0.002,0.001,1951,Grade B
1201,16,0.438,43000,66500,0.218,0.392,0.022,0.006,0.008,0.002,0.031,0.002,0,0.007,0.009,0.004,0.001,1951,Grade B
1201,16,0.438,43000,66500,0.319,0.515,0.044,0.012,0.025,0.018,0.035,0.005,0,0.016,0.022,0.003,0.001,1951,Grade B
759,8.625,0.25,43500,79500,0.284,0.92,0.021,0.006,0.056,0.026,0.052,0.01,0.001,0.015,0.033,0.001,0.002,1952,Grade B
1210,8.625,0.277,43500,66500,0.255,0.65,0.031,0.012,0.023,0.002,0.024,0.005,0,0.019,0.019,0.006,0.001,1951,Grade B
1102,12.75,0.5,44100,72500,0.202,0.655,0.006,0.007,0.223,0.021,0.038,0.013,0,0.022,0.015,0.002,0.001,1991,Grade B
1102,12.75,0.5,44100,72500,0.216,0.653,0.007,0.007,0.223,0.019,0.04,0.013,0,0.022,0.015,0.002,0.001,1991,Grade B
1102,12.75,0.5,44100,72500,0.216,0.655,0.007,0.007,0.224,0.02,0.038,0.013,0.001,0.022,0.015,0.006,0.002,1991,Grade B
85,14,0.375,44200,77000,0.2,0.52,0.027,0.026,0.2,0.016,0.057,0.02,0,0.13,0.2,0,0,1951,Grade B
1357,10.75,0.25,44300,68000,0.206,0.583,0.014,0.007,0.023,0.012,0.009,0.003,0,0.009,0.012,0.002,0.001,1946,Grade B
646,10.75,0.25,44500,65500,0.228,0.541,0.021,0.008,0.048,0.002,0.024,0.007,0.001,0.028,0.06,0.002,0.002,1956,Grade B
1102,12.75,0.5,44700,72500,0.202,0.655,0.006,0.007,0.223,0.021,0.038,0.013,0,0.022,0.015,0.002,0.001,1991,Grade B
1102,12.75,0.5,44700,72500,0.216,0.653,0.007,0.007,0.223,0.019,0.04,0.013,0,0.022,0.015,0.002,0.001,1991,Grade B
1102,12.75,0.5,44700,72500,0.216,0.655,0.007,0.007,0.224,0.02,0.038,0.013,0.001,0.022,0.015,0.006,0.002,1991,Grade B
1215,10.75,0.188,44700,62900,0.244,0.708,0.026,0.009,0.011,0.005,0.024,0.018,0.008,0.003,0.011,0.001,0,1956,Grade B
1215,10.75,0.188,44700,62900,0.21,0.848,0.031,0.015,0.09,0.003,0.015,0.005,0,0.069,0.047,0.002,0.001,1956,Grade B
1215,10.75,0.188,44700,62900,0.237,0.713,0.026,0.009,0.01,0.017,0.018,0.003,0,0.024,0.121,0.001,0.001,1956,Grade B
1215,10.75,0.188,44700,62900,0.199,0.832,0.029,0.014,0.084,0.003,0.014,0.003,0,0.066,0.045,0.001,0.001,1956,Grade B
1215,10.75,0.188,44700,62900,0.217,0.548,0.016,0.008,0.045,0.003,0.024,0.003,0,0.029,0.067,0.001,0.001,1956,Grade B
137,6.625,0.25,44800,65500,0.19,0.49,0.018,0.053,0.043,0.11,0.006,0,0.003,0.004,0.009,0.002,0.001,1956,Grade B
728,8.625,0.203,45000,69000,0.153,0.727,0.024,0.011,0.04,0.022,0.033,0.001,0,0.009,0.015,0.001,0.001,1946,Grade B
770,2.375,0.154,45600,79000,0.251,0.41,0.022,0.008,0.03,0.007,0.015,0.012,0,0.008,0.007,0.006,0.001,1965,Grade B
771,2.375,0.154,45600,79000,0.215,0.74,0.021,0.006,0.005,0.001,0.015,0.002,0,0.021,0.025,0.001,0.001,1965,Grade B
960,10.75,0.307,45600,73000,0.218,0.927,0.017,0.029,0.143,0.001,0.012,0.002,0,0.008,0.009,0.001,0.001,1929,Grade B
960,10.75,0.307,45600,73000,0.192,0.896,0.019,0.027,0.14,0.002,0.012,0.002,0,0.01,0.03,0.001,0.001,1929,Grade B
1102,12.75,0.5,45600,73000,0.202,0.655,0.006,0.007,0.223,0.021,0.038,0.013,0,0.022,0.015,0.002,0.001,1991,Grade B
1102,12.75,0.5,45600,73000,0.216,0.653,0.007,0.007,0.223,0.019,0.04,0.013,0,0.022,0.015,0.002,0.001,1991,Grade B
1102,12.75,0.5,45600,73000,0.216,0.655,0.007,0.007,0.224,0.02,0.038,0.013,0.001,0.022,0.015,0.006,0.002,1991,Grade B
1125,8.625,0.312,45700,67500,0.252,0.428,0.021,0.006,0.025,0.01,0.02,0.003,0,0.008,0.016,0.001,0.001,1946,Grade B
785,4.5,0.188,45800,69500,0.16,0.494,0.027,0.012,0.267,0.023,0.042,0.006,0,0.034,0.053,0.001,0.001,1975,Grade B
808,4.5,0.188,45800,69500,0.169,0.571,0.023,0.014,0.283,0.037,0.054,0.006,0,0.04,0.047,0.001,0.001,1970,Grade B
204,20,0.25,45900,62500,0.22,0.76,0.022,0.009,0.004,0.011,0.013,0.008,0.001,0.009,0.016,0.002,0.002,1974,Grade B
786,4.5,0.188,46300,71000,0.186,0.561,0.028,0.015,0.257,0.033,0.064,0.005,0,0.059,0.087,0.001,0.002,1970,Grade B
137,6.625,0.25,46400,68000,0.19,0.49,0.018,0.053,0.043,0.11,0.006,0,0.003,0.004,0.009,0.002,0.001,1956,Grade B
979,8.625,0.281,46500,66000,0.064,0.386,0.05,0.101,0.009,0.001,0.007,0.001,0.004,0.006,0.004,0.001,0.001,1930,Grade B
647,10.75,0.344,46600,72500,0.268,0.438,0.021,0.011,0.305,0.019,0.037,0.009,0.001,0.014,0.024,0.002,0.002,1934,Grade B
647,10.75,0.344,46600,72500,0.259,0.463,0.024,0.011,0.116,0.041,0.048,0.006,0.001,0.024,0.061,0.002,0.002,1934,Grade B
647,10.75,0.344,46600,72500,0.271,0.463,0.027,0.012,0.117,0.041,0.048,0.006,0.001,0.024,0.061,0.002,0.002,1934,Grade B
733,6.625,0.188,46600,66000,0.262,0.713,0.028,0.011,0.01,0.027,0.034,0.006,0.001,0.053,0.18,0.001,0.003,1955,Grade B
733,6.625,0.188,46600,66000,0.262,0.715,0.03,0.01,0.011,0.048,0.034,0.006,0.001,0.052,0.181,0.001,0.003,1955,Grade B
1130,20,0.312,46600,68500,0.165,1.06,0.009,0.015,0.196,0.029,0.054,0.007,0.003,0.013,0.019,0.001,0.001,1971,Grade B
1130,20,0.312,46600,68500,0.225,0.94,0.01,0.01,0.014,0.006,0.021,0.004,0,0.01,0.009,0.001,0.018,1971,Grade B
429,8.625,0.203,46700,72500,0.253,0.748,0.029,0.008,0.106,0.002,0.06,0.017,0.001,0.078,0.17,0.002,0.002,1975,Grade B
171,14,0.25,46800,69500,0.21,0.46,0.026,0.009,0.12,0.002,0.025,0.007,0.001,0.07,0.18,0.002,0.003,1950,Grade B
412,6.625,0.3,47000,58000,0.108,0.384,0.016,0.009,0.008,0.005,0.025,0.004,0,0.011,0.058,0.002,0.001,1938,Grade B
791,22,0.344,47000,73000,0.22,0.498,0.015,0.009,0.169,0.02,0.006,0.002,0,0.007,0.03,0.001,0.001,1949,Grade B
721,8.625,0.277,47100,55000,0.123,0.459,0.019,0.01,0.004,0.001,0.04,0.002,0,0.022,0.072,0.001,0.001,1933,Grade B
827,4.5,0.188,47100,66500,0.205,0.547,0.008,0.013,0.018,0.05,0.046,0.006,0,0.021,0.036,0.001,0.001,1989,Grade B
1475,10.75,0.5,47100,68400,0.216,0.47,0.028,0.023,0.008,0.012,0.031,0.004,0,0.042,0.047,0.001,0.001,1948,Grade B
1475,10.75,0.5,47100,68400,0.193,0.456,0.032,0.026,0.008,0.01,0.018,0.005,0,0.066,0.055,0.001,0.001,1948,Grade B
1475,10.75,0.5,47100,68400,0.159,0.473,0.024,0.023,0.004,0.007,0.031,0.007,0,0.031,0.067,0.001,0.001,1948,Grade B
1475,10.75,0.5,47100,68400,0.235,0.483,0.026,0.024,0.007,0.01,0.018,0.005,0,0.028,0.042,0.001,0.001,1948,Grade B
1475,10.75,0.5,47100,68400,0.22,0.548,0.033,0.031,0.008,0.011,0.022,0.005,0,0.059,0.055,0.001,0.001,1948,Grade B
1475,10.75,0.5,47100,68400,0.187,0.527,0.018,0.02,0.007,0.004,0.016,0.005,0,0.043,0.035,0.001,0.001,1948,Grade B
1475,10.75,0.5,47100,68400,0.207,0.485,0.023,0.026,0.007,0.023,0.016,0.003,0,0.022,0.031,0.001,0.001,1948,Grade B
1475,10.75,0.5,47100,68400,0.154,0.42,0.015,0.017,0.006,0.001,0.016,0.003,0,0.038,0.041,0.001,0.001,1948,Grade B
1475,10.75,0.5,47100,68400,0.238,0.567,0.025,0.032,0.01,0.006,0.025,0.007,0,0.0246,0.173,0.001,0.001,1948,Grade B
1475,10.75,0.5,47100,68400,0.22,0.501,0.03,0.028,0.008,0.022,0.031,0.009,0,0.048,0.062,0.001,0.001,1948,Grade B
762,8.625,0.25,47300,64000,0.238,0.76,0.032,0.006,0.009,0,0.004,0.009,0.002,0.023,0.015,0.001,0.001,1952,Grade B
524,6.625,0.28,47600,63000,0.119,0.468,0.014,0.02,0.006,0,0.012,0.003,0,0.013,0.038,0.002,0.001,1932,Grade B
788,4.5,0.188,47700,72500,0.186,0.54,0.025,0.02,0.231,0.024,0.066,0.005,0.001,0.059,0.086,0.001,0.002,1970,Grade B
790,6.625,0.25,47700,72500,0.046,0.825,0.005,0.009,0.256,0.024,0.029,0.015,0.003,0.056,0.116,0.016,0.017,1970,Grade B
1186,10.75,0.375,47700,70000,0.228,0.542,0.025,0.028,0.01,0.055,0.036,0.009,0,0.06,0.05,0.001,0.001,1948,Grade B
1073,10.75,0.188,47900,71000,0.21,0.848,0.031,0.015,0.09,0.003,0.015,0.005,0,0.069,0.047,0.002,0.001,1956,Grade B
1092,6.625,0.25,47900,74500,0.235,0.451,0.026,0.03,0.264,0.013,0.046,0.005,0,0.047,0.102,0.002,0.001,1955,Grade B
1092,6.625,0.25,47900,74500,0.248,0.388,0.032,0.026,0.236,0.014,0.037,0.004,0,0.043,0.092,0.002,0.001,1955,Grade B
1092,6.625,0.25,47900,74500,0.23,0.475,0.037,0.02,0.267,0.022,0.059,0.008,0,0.058,0.144,0.001,0.001,1955,Grade B
1092,6.625,0.25,47900,74500,0.232,0.518,0.027,0.03,0.245,0.022,0.059,0.008,0,0.058,0.215,0.001,0.001,1955,Grade B
1092,6.625,0.25,47900,74500,0.231,0.49,0.018,0.038,0.12,0.003,0.062,0.007,0,0.067,0.132,0.001,0.001,1955,Grade B
1092,6.625,0.25,47900,74500,0.173,0.814,0.013,0.01,0.003,0.001,0.017,0.002,0,0.033,0.013,0.001,0.001,1955,Grade B
1215,10.75,0.188,47900,71000,0.244,0.708,0.026,0.009,0.011,0.005,0.024,0.018,0.008,0.003,0.011,0.001,0,1956,Grade B
1215,10.75,0.188,47900,69000,0.244,0.708,0.026,0.009,0.011,0.005,0.024,0.018,0.008,0.003,0.011,0.001,0,1956,Grade B
1215,10.75,0.188,47900,71000,0.21,0.848,0.031,0.015,0.09,0.003,0.015,0.005,0,0.069,0.047,0.002,0.001,1956,Grade B
1215,10.75,0.188,47900,69000,0.21,0.848,0.031,0.015,0.09,0.003,0.015,0.005,0,0.069,0.047,0.002,0.001,1956,Grade B
1215,10.75,0.188,47900,71000,0.237,0.713,0.026,0.009,0.01,0.017,0.018,0.003,0,0.024,0.121,0.001,0.001,1956,Grade B
1215,10.75,0.188,47900,69000,0.237,0.713,0.026,0.009,0.01,0.017,0.018,0.003,0,0.024,0.121,0.001,0.001,1956,Grade B
1215,10.75,0.188,47900,71000,0.199,0.832,0.029,0.014,0.084,0.003,0.014,0.003,0,0.066,0.045,0.001,0.001,1956,Grade B
1215,10.75,0.188,47900,69000,0.199,0.832,0.029,0.014,0.084,0.003,0.014,0.003,0,0.066,0.045,0.001,0.001,1956,Grade B
1215,10.75,0.188,47900,71000,0.217,0.548,0.016,0.008,0.045,0.003,0.024,0.003,0,0.029,0.067,0.001,0.001,1956,Grade B
1215,10.75,0.188,47900,69000,0.217,0.548,0.016,0.008,0.045,0.003,0.024,0.003,0,0.029,0.067,0.001,0.001,1956,Grade B
415,12.75,0.688,48000,69000,0.248,0.599,0.021,0.006,0.137,0.02,0.018,0.019,0.001,0.013,0.013,0.002,0.003,1966,Grade B
887,10.75,0.188,48000,69000,0.241,0.717,0.024,0.009,0.01,0.008,0.017,0.003,0,0.025,0.121,0.001,0.001,1956,Grade B
887,10.75,0.188,48000,69000,0.261,0.719,0.027,0.012,0.008,0.002,0.034,0.003,0,0.024,0.121,0.001,0.001,1956,Grade B
887,10.75,0.188,48000,69000,0.159,0.476,0.016,0.011,0.08,0.002,0.039,0.015,0,0.096,0.129,0.001,0.001,1956,Grade B
887,10.75,0.188,48000,69000,0.231,0.687,0.022,0.009,0.008,0.002,0.033,0.003,0,0.023,0.117,0.001,0.001,1956,Grade B
763,8.625,0.25,48200,76500,0.282,0.92,0.018,0.006,0.055,0.026,0.052,0.01,0.001,0.016,0.033,0.001,0.001,1952,Grade B
960,10.75,0.307,48200,78500,0.218,0.927,0.017,0.029,0.143,0.001,0.012,0.002,0,0.008,0.009,0.001,0.001,1929,Grade B
960,10.75,0.307,48200,78500,0.192,0.896,0.019,0.027,0.14,0.002,0.012,0.002,0,0.01,0.03,0.001,0.001,1929,Grade B
450,22,0.312,48300,74000,0.232,0.486,0.04,0.017,0.149,0.02,0.007,0.005,0.001,0.006,0.009,0.002,0.002,1949,Grade B
1068,8.625,0.277,48300,76500,0.16,1.16,0.019,0.018,0.159,0.003,0.011,0.004,0.001,0.01,0.018,0.001,0.001,1952,Grade B
1068,8.625,0.277,48300,76500,0.178,1.16,0.015,0.018,0.157,0.001,0.012,0.004,0.001,0.011,0.019,0.001,0.001,1952,Grade B
